kms_driven,owner,age,power,brand,actual_price,predicted_price
13000.0,1,8.0,125.0,6,30000.0,30215.0
22788.0,1,8.0,100.0,6,22000.0,24860.0
11170.0,1,6.0,200.0,7,100000.0,99548.1
36000.0,3,11.0,350.0,2,60000.0,66492.78
7329.0,1,3.0,125.0,6,44000.0,56858.33
18510.0,1,6.0,150.0,7,49000.0,45699.0
17225.0,1,4.0,100.0,6,36000.0,48685.0
2827.0,1,5.0,350.0,2,120000.0,123768.0
53005.0,1,7.0,150.0,4,35000.0,48900.0
22500.0,1,5.0,150.0,5,75000.0,83660.66666666667
20946.0,1,4.0,200.0,7,99735.0,86539.49666666667
21700.0,1,6.0,125.0,4,31900.0,23916.66666666667
12296.0,1,3.0,100.0,6,43000.0,40810.01
2392.0,1,9.0,125.0,5,23000.0,23901.0
8500.0,1,9.0,150.0,4,32000.0,31726.73
16000.0,2,7.0,350.0,2,63618.0,95250.0
15000.0,1,5.0,150.0,7,50000.0,52679.7380952381
43000.0,1,7.0,200.0,7,53000.0,50541.49
14000.0,1,2.0,410.0,2,173300.0,186562.0
4900.0,1,4.0,150.0,7,60000.0,67170.0
5020.0,2,4.0,150.0,4,54000.0,99525.7142857143
60315.0,2,11.0,150.0,6,20000.0,20941.44
23553.0,2,6.0,150.0,7,32000.0,44153.82333333334
22000.0,1,10.0,150.0,6,23500.0,31332.64
6000.0,2,4.0,300.0,11,140000.0,131460.0
1700.0,1,3.0,150.0,8,80000.0,92850.0
32000.0,1,7.0,350.0,2,85000.0,111102.0
11227.0,1,3.0,150.0,4,62000.0,85128.0
14290.0,1,5.0,410.0,2,120000.0,130386.49
32000.0,1,5.0,100.0,6,32000.0,34669.0
12000.0,2,5.0,200.0,10,860000.0,116674.0
68000.0,1,12.0,135.0,7,18500.0,18240.9
850.0,1,2.0,200.0,10,195000.0,165210.0
3000.0,1,2.0,400.0,7,177500.0,162740.0
32827.0,1,8.0,100.0,6,28000.0,29516.833333333336
13800.0,2,4.0,200.0,7,89100.0,90938.0
39555.0,1,9.0,150.0,5,48000.0,49294.0
9500.0,1,3.0,400.0,7,142000.0,152469.6666666667
15025.0,2,3.0,302.0,9,240000.0,219353.27666666664
35000.0,1,11.0,100.0,6,21400.0,19418.69
8780.0,1,2.0,400.0,7,190000.0,161530.0
14000.0,1,5.0,220.0,7,72700.0,65613.85714285714
6671.0,1,3.0,250.0,4,120000.0,138657.0
13500.0,1,3.0,320.0,4,314100.0,237806.48
13049.0,1,11.0,100.0,7,18000.0,21436.0
18755.0,1,5.0,100.0,6,34000.0,31990.166666666664
19890.0,4,27.0,350.0,2,89000.0,120640.0
10597.0,1,5.0,100.0,7,23000.0,30350.666666666664
12332.0,2,6.0,150.0,4,60000.0,39301.0
37861.0,1,4.0,150.0,7,36700.0,53249.99
9500.0,1,3.0,125.0,7,46400.0,39894.55
15000.0,1,9.0,200.0,7,45000.0,42484.0
14500.0,1,12.0,150.0,7,35000.0,19613.34
25000.0,1,4.0,150.0,5,70000.0,72784.32833333334
8759.0,1,3.0,200.0,7,81000.0,107790.0
28422.0,1,7.0,150.0,4,33000.0,50024.66666666667
20000.0,1,5.0,223.0,6,58000.0,61110.25
25000.0,1,6.0,125.0,5,35000.0,31063.33333333333
2000.0,1,6.0,500.0,2,149000.0,115873.28
12340.0,1,5.0,100.0,1,26000.0,25777.35
25805.0,1,5.0,150.0,7,45000.0,47880.0
22088.0,1,8.0,200.0,10,75000.0,86319.0
10000.0,1,3.0,220.0,7,89000.0,91637.24
43000.0,1,7.0,200.0,10,88000.0,75220.0
16208.0,1,10.0,100.0,6,19000.0,20770.0
2017.0,1,4.0,100.0,6,45000.0,48027.95
5095.0,1,5.0,150.0,7,41000.0,48219.33333333334
19549.0,1,7.0,350.0,2,87000.0,90755.0
13336.0,1,10.0,150.0,4,15000.0,29870.0
22342.0,1,7.0,100.0,7,18000.0,26135.69333333333
3900.0,1,2.0,250.0,4,146000.0,136949.0
2500.0,2,4.0,650.0,14,446200.0,377366.0
25000.0,1,6.0,350.0,2,112000.0,95950.92279942275
14672.0,1,4.0,250.0,4,75000.0,106273.33333333331
32000.0,1,7.0,220.0,7,26333.0,52432.0
28854.0,1,4.0,220.0,7,50000.0,72300.0
62505.0,1,8.0,150.0,7,20000.0,26338.97
15000.0,1,4.0,400.0,7,130000.0,117640.39083333334
25341.0,1,8.0,135.0,7,34500.0,25825.666666666664
18300.0,1,6.0,150.0,7,33400.0,38223.0
11400.0,1,4.0,350.0,2,115400.0,106565.5
1550.0,1,4.0,350.0,2,134400.0,122211.0
20472.0,1,3.0,500.0,2,122000.0,170575.0
500.0,1,4.0,150.0,7,57000.0,56568.0
19318.0,1,5.0,100.0,6,34000.0,30048.833333333336
8970.0,1,4.0,250.0,5,90600.0,135929.56
18500.0,1,9.0,220.0,7,50000.0,41851.0
8686.0,1,3.0,200.0,1,91000.0,77369.42
500.0,1,2.0,200.0,7,105000.0,107231.0
36000.0,2,12.0,100.0,6,15200.0,18790.23333333333
27110.0,1,7.0,100.0,6,27167.0,26950.0
8000.0,1,2.0,110.0,5,52600.0,56473.0
29000.0,1,10.0,150.0,4,53300.0,33925.0
45000.0,1,4.0,350.0,2,120000.0,128205.0
43599.0,1,4.0,150.0,8,45900.0,54139.4
16000.0,1,9.0,200.0,10,68000.0,80577.0
15000.0,1,9.0,150.0,4,35500.0,35975.333333333336
